county,munic_type,municipality,system,vendor,equipment,equipment_acc
ONEIDA,TOWN,WOODRUFF,Optical Scan,ES&S,Eagle,ES&S AutoMARK
OUTAGAMIE,CITY,KAUKAUNA,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,CITY,SEYMOUR,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,BLACK CREEK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,BOVINA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,BUCHANAN,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,CENTER,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,CICERO,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,DALE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,DEER CREEK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,ELLINGTON,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,FREEDOM,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,GRAND CHUTE,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,GREENVILLE,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,HORTONIA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,KAUKAUNA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,LIBERTY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,MAINE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,MAPLE CREEK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,ONEIDA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,OSBORN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,SEYMOUR,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,TOWN,VANDENBROEK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,VILLAGE,BEAR CREEK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,VILLAGE,BLACK CREEK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,VILLAGE,COMBINED LOCKS,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,VILLAGE,HORTONVILLE,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,VILLAGE,KIMBERLY,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,VILLAGE,LITTLE CHUTE,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,VILLAGE,NICHOLS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OUTAGAMIE,VILLAGE,SHIOCTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OUTAGAMIE/BROWN,VILLAGE,WRIGHTSTOWN,Optical Scan,ES&S,Eagle,ES&S AutoMARK
OZAUKEE,CITY,CEDARBURG,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
OZAUKEE,CITY,MEQUON,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
OZAUKEE,CITY,PORT WASHINGTON,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
OZAUKEE,TOWN,BELGIUM,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
OZAUKEE,TOWN,CEDARBURG,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
OZAUKEE,TOWN,FREDONIA,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
OZAUKEE,TOWN,GRAFTON,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
OZAUKEE,TOWN,PORT WASHINGTON,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
OZAUKEE,TOWN,SAUKVILLE,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
OZAUKEE,VILLAGE,BELGIUM,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
OZAUKEE,VILLAGE,FREDONIA,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
OZAUKEE,VILLAGE,GRAFTON,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
OZAUKEE,VILLAGE,SAUKVILLE,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
OZAUKEE,VILLAGE,THIENSVILLE,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
OZAUKEE/MILWAUKEE,VILLAGE,BAYSIDE,Optical Scan,Premier,AccuVote-ES 2000,SEQ-AVC Edge II 5.0.24
OZAUKEE/WASHINGT,VILLAGE,NEWBURG,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
PEPIN,CITY,DURAND,Direct Recording Electronic,Sequoia,AVC Edge II,SEQ-AVC Edge II 5.0.24
PEPIN,TOWN,ALBANY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PEPIN,TOWN,DURAND,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PEPIN,TOWN,FRANKFORT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PEPIN,TOWN,LIMA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PEPIN,TOWN,PEPIN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PEPIN,TOWN,STOCKHOLM,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PEPIN,TOWN,WATERVILLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PEPIN,TOWN,WAUBEEK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PEPIN,VILLAGE,PEPIN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PEPIN,VILLAGE,STOCKHOLM,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PIERCE,CITY,PRESCOTT,Optical Scan,Sequoia,Eagle,SEQ-AVC Edge II 5.0.24
PIERCE,TOWN,CLIFTON,Optical Scan,Sequoia,Eagle,SEQ-AVC Edge II 5.0.24
PIERCE,TOWN,DIAMOND BLUFF,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PIERCE,TOWN,EL PASO,Optical Scan,Sequoia,Eagle,SEQ-AVC Edge II 5.0.24
PIERCE,TOWN,ELLSWORTH,Optical Scan,Sequoia,Insight,SEQ-AVC Edge II 5.0.24
PIERCE,TOWN,GILMAN,Direct Recording Electronic,Sequoia,AVC Edge II,SEQ-AVC Edge II 5.0.24
PIERCE,TOWN,HARTLAND,Optical Scan,Sequoia,Eagle,SEQ-AVC Edge II 5.0.24
PIERCE,TOWN,ISABELLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PIERCE,TOWN,MAIDEN ROCK,Optical Scan,Sequoia,Eagle,SEQ-AVC Edge II 5.0.24
PIERCE,TOWN,MARTELL,Optical Scan,Sequoia,Eagle,SEQ-AVC Edge II 5.0.24
PIERCE,TOWN,OAK GROVE,Optical Scan,Sequoia,Insight,SEQ-AVC Edge II 5.0.24
PIERCE,TOWN,RIVER FALLS,Optical Scan,Sequoia,Insight,SEQ-AVC Edge II 5.0.24
PIERCE,TOWN,ROCK ELM,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PIERCE,TOWN,SALEM,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PIERCE,TOWN,SPRING LAKE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PIERCE,TOWN,TRENTON,Optical Scan,Sequoia,Eagle,SEQ-AVC Edge II 5.0.24
PIERCE,TOWN,TRIMBELLE,Optical Scan,Sequoia,Eagle,SEQ-AVC Edge II 5.0.24
PIERCE,TOWN,UNION,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PIERCE,VILLAGE,BAY CITY,Optical Scan,Sequoia,Eagle,SEQ-AVC Edge II 5.0.24
PIERCE,VILLAGE,ELLSWORTH,Optical Scan,Sequoia,Eagle,SEQ-AVC Edge II 5.0.24
PIERCE,VILLAGE,ELMWOOD,Direct Recording Electronic,Sequoia,AVC Edge II,SEQ-AVC Edge II 5.0.24
PIERCE,VILLAGE,MAIDEN ROCK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PIERCE,VILLAGE,PLUM CITY,Optical Scan,Sequoia,Eagle,SEQ-AVC Edge II 5.0.24
PIERCE/ST. CROIX,VILLAGE,SPRING VALLEY,Optical Scan,Sequoia,Eagle,SEQ-AVC Edge II 5.0.24
POLK,CITY,AMERY,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
POLK,CITY,ST. CROIX FALLS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,ALDEN,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
POLK,TOWN,APPLE RIVER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,BALSAM LAKE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,BEAVER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,BLACK BROOK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,BONE LAKE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,CLAM FALLS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,CLAYTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,CLEAR LAKE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,EUREKA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,FARMINGTON,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
POLK,TOWN,GARFIELD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,GEORGETOWN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,JOHNSTOWN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,LAKETOWN,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
POLK,TOWN,LINCOLN,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
POLK,TOWN,LORAIN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,LUCK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,MCKINLEY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,MILLTOWN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,OSCEOLA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,ST. CROIX FALLS,Direct Recording Electronic,Sequoia,AVC Edge II,SEQ-AVC Edge II 5.0.24
POLK,TOWN,STERLING,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,TOWN,WEST SWEDEN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,VILLAGE,BALSAM LAKE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,VILLAGE,CENTURIA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,VILLAGE,CLAYTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,VILLAGE,CLEAR LAKE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,VILLAGE,DRESSER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,VILLAGE,FREDERIC,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,VILLAGE,LUCK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,VILLAGE,MILLTOWN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
POLK,VILLAGE,OSCEOLA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PORTAGE,CITY,STEVENS POINT,Optical Scan,ES&S,M100,ES&S AutoMARK
PORTAGE,TOWN,ALBAN,Paper Ballot,,,ES&S AutoMARK
PORTAGE,TOWN,ALMOND,Paper Ballot,,,ES&S AutoMARK
PORTAGE,TOWN,AMHERST,Paper Ballot,,,ES&S AutoMARK
PORTAGE,TOWN,BELMONT,Paper Ballot,,,ES&S AutoMARK
PORTAGE,TOWN,BUENA VISTA,Optical Scan,ES&S,M100,ES&S AutoMARK
PORTAGE,TOWN,CARSON,Paper Ballot,,,ES&S AutoMARK
PORTAGE,TOWN,DEWEY,Optical Scan,ES&S,DS200,ES&S AutoMARK
PORTAGE,TOWN,EAU PLEINE,Paper Ballot,,,ES&S AutoMARK
PORTAGE,TOWN,GRANT,Optical Scan,ES&S,Eagle,ES&S AutoMARK
PORTAGE,TOWN,HULL,Optical Scan,ES&S,Eagle,ES&S AutoMARK
PORTAGE,TOWN,LANARK,Paper Ballot,,,ES&S AutoMARK
PORTAGE,TOWN,LINWOOD,Paper Ballot,,,ES&S AutoMARK
PORTAGE,TOWN,NEW HOPE,Paper Ballot,,,ES&S AutoMARK
PORTAGE,TOWN,PINE GROVE,Paper Ballot,,,ES&S AutoMARK
PORTAGE,TOWN,PLOVER,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
PORTAGE,TOWN,SHARON,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
PORTAGE,TOWN,STOCKTON,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
PORTAGE,VILLAGE,ALMOND,Paper Ballot,,,ES&S AutoMARK
PORTAGE,VILLAGE,AMHERST,Paper Ballot,,,ES&S AutoMARK
PORTAGE,VILLAGE,AMHERST JUNCTION,Paper Ballot,,,ES&S AutoMARK
PORTAGE,VILLAGE,JUNCTION CITY,Paper Ballot,,,ES&S AutoMARK
PORTAGE,VILLAGE,NELSONVILLE,Paper Ballot,,,ES&S AutoMARK
PORTAGE,VILLAGE,PARK RIDGE,Paper Ballot,,,ES&S AutoMARK
PORTAGE,VILLAGE,PLOVER,Optical Scan,ES&S,Eagle,ES&S AutoMARK
PORTAGE,VILLAGE,ROSHOLT,Paper Ballot,,,ES&S AutoMARK
PORTAGE,VILLAGE,WHITING,Optical Scan,ES&S,M100,ES&S AutoMARK
PRICE,CITY,PARK FALLS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PRICE,CITY,PHILLIPS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PRICE,TOWN,CATAWBA,Paper Ballot,,,Vote-Pad
PRICE,TOWN,EISENSTEIN,Paper Ballot,,,Vote-Pad
PRICE,TOWN,ELK,Paper Ballot,,,Vote-Pad
PRICE,TOWN,EMERY,Paper Ballot,,,Vote-Pad
PRICE,TOWN,FIFIELD,Paper Ballot,,,Vote-Pad
PRICE,TOWN,FLAMBEAU,Paper Ballot,,,Vote-Pad
PRICE,TOWN,GEORGETOWN,Paper Ballot,,,Vote-Pad
PRICE,TOWN,HACKETT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PRICE,TOWN,HARMONY,Paper Ballot,,,Vote-Pad
PRICE,TOWN,HILL,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PRICE,TOWN,KENNAN,Paper Ballot,,,Vote-Pad
PRICE,TOWN,KNOX,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PRICE,TOWN,LAKE,Paper Ballot,,,Vote-Pad
PRICE,TOWN,OGEMA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PRICE,TOWN,PRENTICE,Paper Ballot,,,Vote-Pad
PRICE,TOWN,SPIRIT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
PRICE,TOWN,WORCESTER,Paper Ballot,,,Vote-Pad
PRICE,VILLAGE,CATAWBA,Paper Ballot,,,Vote-Pad
PRICE,VILLAGE,KENNAN,Paper Ballot,,,Vote-Pad
PRICE,VILLAGE,PRENTICE,Paper Ballot,,,Vote-Pad
RACINE,CITY,RACINE,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
RACINE,TOWN,BURLINGTON,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
RACINE,TOWN,DOVER,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
RACINE,TOWN,NORWAY,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
RACINE,TOWN,RAYMOND,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
RACINE,TOWN,ROCHESTER,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
RACINE,TOWN,WATERFORD,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
RACINE,TOWN,YORKVILLE,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
RACINE,VILLAGE,CALEDONIA,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
RACINE,VILLAGE,ELMWOOD PARK,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
RACINE,VILLAGE,MOUNT PLEASANT,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
RACINE,VILLAGE,NORTH BAY,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
RACINE,VILLAGE,ROCHESTER,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
RACINE,VILLAGE,STURTEVANT,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
RACINE,VILLAGE,UNION GROVE,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
RACINE,VILLAGE,WATERFORD,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
RACINE,VILLAGE,WIND POINT,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
RACINE/WALWORTH,CITY,BURLINGTON,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
RICHLAND,CITY,RICHLAND CENTER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,TOWN,AKAN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,TOWN,BLOOM,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,TOWN,BUENA VISTA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,TOWN,DAYTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,TOWN,EAGLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,TOWN,FOREST,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,TOWN,HENRIETTA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,TOWN,ITHACA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,TOWN,MARSHALL,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,TOWN,ORION,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,TOWN,RICHLAND,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,TOWN,RICHWOOD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,TOWN,ROCKBRIDGE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,TOWN,SYLVAN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,TOWN,WESTFORD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,TOWN,WILLOW,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,VILLAGE,BOAZ,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,VILLAGE,LONE ROCK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND,VILLAGE,YUBA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND/SAUK,VILLAGE,CAZENOVIA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RICHLAND/VERNON,VILLAGE,VIOLA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
ROCK,CITY,BELOIT,Optical Scan,ES&S,Eagle (w/ modem & no,ES&S AutoMARK
ROCK,CITY,EVANSVILLE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
ROCK,CITY,JANESVILLE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
ROCK,CITY,MILTON,Optical Scan,ES&S,Eagle (w/ modem & no,ES&S AutoMARK
ROCK,TOWN,AVON,Paper Ballot,,,ES&S AutoMARK
ROCK,TOWN,BELOIT,Optical Scan,ES&S,Eagle,ES&S AutoMARK
ROCK,TOWN,BRADFORD,Paper Ballot,,,ES&S AutoMARK
ROCK,TOWN,CENTER,Optical Scan,ES&S,Eagle,ES&S AutoMARK
ROCK,TOWN,CLINTON,Paper Ballot,,,ES&S AutoMARK
ROCK,TOWN,FULTON,Optical Scan,ES&S,Eagle,ES&S AutoMARK
ROCK,TOWN,HARMONY,Optical Scan,ES&S,Eagle,ES&S AutoMARK
ROCK,TOWN,JANESVILLE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
ROCK,TOWN,JOHNSTOWN,Paper Ballot,,,ES&S AutoMARK
ROCK,TOWN,LA PRAIRIE,Paper Ballot,,,ES&S AutoMARK
ROCK,TOWN,LIMA,Paper Ballot,,,ES&S AutoMARK
ROCK,TOWN,MAGNOLIA,Optical Scan,ES&S,Eagle,ES&S AutoMARK
ROCK,TOWN,MILTON,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
ROCK,TOWN,NEWARK,Optical Scan,ES&S,Eagle,ES&S AutoMARK
ROCK,TOWN,PLYMOUTH,Optical Scan,ES&S,Eagle,ES&S AutoMARK
ROCK,TOWN,PORTER,Paper Ballot,,,ES&S AutoMARK
ROCK,TOWN,ROCK,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
ROCK,TOWN,SPRING VALLEY,Paper Ballot,,,ES&S AutoMARK
ROCK,TOWN,TURTLE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
ROCK,TOWN,UNION,Paper Ballot,,,ES&S AutoMARK
ROCK,VILLAGE,CLINTON,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
ROCK,VILLAGE,FOOTVILLE,Paper Ballot,,,ES&S AutoMARK
ROCK,VILLAGE,ORFORDVILLE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
ROCK/DANE,CITY,EDGERTON,Optical Scan,ES&S,Eagle,ES&S AutoMARK
RUSK,CITY,LADYSMITH,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,ATLANTA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,BIG BEND,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,BIG FALLS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,CEDAR RAPIDS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,DEWEY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,FLAMBEAU,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,GRANT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,GROW,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,HAWKINS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,HUBBARD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,LAWRENCE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,MARSHALL,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,MURRY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,RICHLAND,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,RUSK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,SOUTH FORK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,STRICKLAND,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,STUBBS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,THORNAPPLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,TRUE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,WASHINGTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,WILKINSON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,WILLARD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,TOWN,WILSON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,VILLAGE,BRUCE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,VILLAGE,CONRATH,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,VILLAGE,GLEN FLORA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,VILLAGE,HAWKINS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,VILLAGE,INGRAM,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,VILLAGE,SHELDON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,VILLAGE,TONY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
RUSK,VILLAGE,WEYERHAEUSER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
SAUK,CITY,BARABOO,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
SAUK,CITY,REEDSBURG,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
SAUK,TOWN,BARABOO,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
SAUK,TOWN,BEAR CREEK,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
SAUK,TOWN,DELLONA,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
SAUK,TOWN,DELTON,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
SAUK,TOWN,EXCELSIOR,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
SAUK,TOWN,FAIRFIELD,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
SAUK,TOWN,FRANKLIN,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
SAUK,TOWN,FREEDOM,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
SAUK,TOWN,GREENFIELD,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
SAUK,TOWN,HONEY CREEK,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
SAUK,TOWN,IRONTON,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
SAUK,TOWN,LA VALLE,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
